,id,lonlat,tags.power,tags.structure,Type,Country
316,2179080525.0,"[-11.900596099999985, 8.971394500000004]",tower,,Node,sierra-leone
317,1872320898.0,"[-12.686853199999884, 8.620200599999976]",tower,,Node,sierra-leone
318,2179090546.0,"[-12.993813899999989, 8.334020000000006]",tower,,Node,sierra-leone
319,2088169773.0,"[-12.1695459, 8.843776600000004]",tower,,Node,sierra-leone
320,2179080504.0,"[-11.974925699999986, 8.941873500000003]",tower,,Node,sierra-leone
321,7657398886.0,"[-11.820873099999934, 9.03605480000004]",tower,,Node,sierra-leone
322,2179090553.0,"[-13.09521379999999, 8.342559500000005]",tower,,Node,sierra-leone
323,2088169717.0,"[-12.233763400000003, 8.825653000000003]",tower,,Node,sierra-leone
324,6317106849.0,"[-12.050183399999991, 8.889615100000016]",tower,,Node,sierra-leone
325,8668408877.0,"[-12.22187470000006, 8.806543499999982]",tower,,Node,sierra-leone
326,2179090537.0,"[-13.01580069999999, 8.330778500000008]",tower,,Node,sierra-leone
327,2359413205.0,"[-13.257671099999952, 8.468733200000022]",tower,,Node,sierra-leone
328,7865532141.0,"[-11.957508499999928, 9.16231319999994]",tower,,Node,sierra-leone
329,1872320643.0,"[-13.179808999999883, 8.410628699999979]",tower,,Node,sierra-leone
330,2178168447.0,"[-12.286990599999987, 8.8197735]",tower,,Node,sierra-leone
331,1872356843.0,"[-13.118119599999883, 8.358406899999975]",tower,,Node,sierra-leone
332,1872356845.0,"[-13.124024399999882, 8.363456999999975]",tower,,Node,sierra-leone
333,2359413206.0,"[-13.255056399999951, 8.469200700000021]",tower,,Node,sierra-leone
334,1872320715.0,"[-13.213613999999884, 8.438818999999976]",tower,,Node,sierra-leone
335,2088169726.0,"[-12.226538000000003, 8.826440800000002]",tower,,Node,sierra-leone
336,2479777781.0,"[-12.057144700000011, 8.884051700000127]",tower,,Node,sierra-leone
337,7865558833.0,"[-11.766931499999924, 9.400411499999942]",tower,,Node,sierra-leone
338,8668408901.0,"[-12.223903500000064, 8.743948999999981]",tower,,Node,sierra-leone
339,3128226223.0,"[-13.250723799999985, 8.48311270000004]",tower,,Node,sierra-leone
340,3138737070.0,"[-12.930400400000075, 8.393386499999956]",tower,,Node,sierra-leone
341,7865558785.0,"[-11.879971599999923, 9.308565799999943]",tower,,Node,sierra-leone
342,7657398884.0,"[-11.814117999999935, 9.03586950000004]",tower,,Node,sierra-leone
343,7865558822.0,"[-11.789552799999923, 9.378098299999941]",tower,,Node,sierra-leone
344,3182411762.0,"[-12.912890700000004, 8.40700330000001]",tower,,Node,sierra-leone
345,7865558798.0,"[-11.846968799999923, 9.321590699999943]",tower,,Node,sierra-leone
346,7865557370.0,"[-11.950108099999923, 9.294230299999944]",tower,,Node,sierra-leone
347,2178168419.0,"[-12.378609499999987, 8.801291700000004]",tower,,Node,sierra-leone
348,2088169712.0,"[-12.240947800000002, 8.824869700000002]",tower,,Node,sierra-leone
349,2088169783.0,"[-12.160635499999998, 8.848691300000004]",tower,,Node,sierra-leone
350,2178168432.0,"[-12.339796299999986, 8.813981400000001]",tower,,Node,sierra-leone
351,2633393670.0,"[-12.75015960000001, 8.552555700000067]",tower,,Node,sierra-leone
352,8668408882.0,"[-12.21962380000006, 8.790881499999982]",tower,,Node,sierra-leone
353,1983090474.0,"[-12.676033899999984, 8.62516920000001]",tower,,Node,sierra-leone
354,1872320491.0,"[-13.120143399999883, 8.360186999999975]",tower,,Node,sierra-leone
355,2179080532.0,"[-11.877861099999986, 8.979939300000003]",tower,,Node,sierra-leone
356,2908543013.0,"[-11.814427699999891, 9.00381579999992]",tower,,Node,sierra-leone
357,8668408904.0,"[-12.232513400000064, 8.739224799999981]",tower,,Node,sierra-leone
358,2179080518.0,"[-11.919646399999987, 8.963778500000004]",tower,,Node,sierra-leone
359,1983090484.0,"[-12.644115499999984, 8.639802300000012]",tower,,Node,sierra-leone
360,7657401102.0,"[-11.910691299999934, 9.071969500000039]",tower,,Node,sierra-leone
361,7865558814.0,"[-11.804167099999923, 9.356039799999943]",tower,,Node,sierra-leone
362,7865558836.0,"[-11.760818099999923, 9.397192399999941]",tower,,Node,sierra-leone
363,1872320512.0,"[-13.143042499999881, 8.378964399999974]",tower,,Node,sierra-leone
364,7865557362.0,"[-11.953316399999924, 9.282366099999942]",tower,,Node,sierra-leone
365,1986155163.0,"[-12.495992099999995, 8.729454700000018]",tower,,Node,sierra-leone
366,1872320674.0,"[-13.197623699999886, 8.428995899999977]",tower,,Node,sierra-leone
367,7865558801.0,"[-11.840819799999922, 9.330149899999942]",tower,,Node,sierra-leone
368,1872320841.0,"[-12.73161379999988, 8.577320799999972]",tower,,Node,sierra-leone
369,2908543017.0,"[-11.79319879999989, 9.01383589999992]",tower,,Node,sierra-leone
370,7865557382.0,"[-11.891461999999922, 9.311347399999944]",tower,,Node,sierra-leone
371,2088169696.0,"[-12.255120700000003, 8.823289500000001]",tower,,Node,sierra-leone
372,2178168413.0,"[-12.398335299999985, 8.793997300000003]",tower,,Node,sierra-leone
373,7865558790.0,"[-11.863234899999922, 9.304462299999942]",tower,,Node,sierra-leone
374,1983090541.0,"[-12.539044199999987, 8.692815600000008]",tower,,Node,sierra-leone
375,1983090486.0,"[-12.637701399999983, 8.642714400000012]",tower,,Node,sierra-leone
376,1872320893.0,"[-12.713728099999885, 8.601202999999975]",tower,,Node,sierra-leone
377,7865532118.0,"[-11.935396199999925, 9.090317499999939]",tower,,Node,sierra-leone
378,3869423057.0,"[-12.827278900000165, 8.464875199999854]",tower,,Node,sierra-leone
379,1872320871.0,"[-12.725773999999884, 8.585143299999974]",tower,,Node,sierra-leone
380,7865532163.0,"[-11.960384699999928, 9.24094439999994]",tower,,Node,sierra-leone
381,7657398877.0,"[-11.791649999999935, 9.035249100000039]",tower,,Node,sierra-leone
382,2499162910.0,"[-13.155184600000027, 8.385895399999924]",tower,,Node,sierra-leone
383,7865557369.0,"[-11.948682899999923, 9.299862699999943]",tower,,Node,sierra-leone
384,1983090527.0,"[-12.551082799999987, 8.68608100000001]",tower,,Node,sierra-leone
385,2178168407.0,"[-12.416836199999988, 8.785037200000003]",tower,,Node,sierra-leone
386,7865532124.0,"[-11.951182699999926, 9.107195599999939]",tower,,Node,sierra-leone
387,1872320626.0,"[-12.921472499999883, 8.401786099999978]",tower,,Node,sierra-leone
388,2179080503.0,"[-11.980830099999986, 8.939704500000003]",tower,,Node,sierra-leone
389,2479777796.0,"[-12.04907640000001, 8.892998800000125]",tower,,Node,sierra-leone
390,3564382739.0,"[-11.76289250000001, 9.040303200000022]",tower,,Node,sierra-leone
391,7865558819.0,"[-11.797422399999922, 9.370097699999942]",tower,,Node,sierra-leone
392,7865532152.0,"[-11.966672999999927, 9.20055559999994]",tower,,Node,sierra-leone
393,2088169699.0,"[-12.251457900000002, 8.8236947]",tower,,Node,sierra-leone
394,7865558808.0,"[-11.824029399999922, 9.345497199999944]",tower,,Node,sierra-leone
395,1872320489.0,"[-13.106718299999883, 8.350463399999974]",tower,,Node,sierra-leone
396,1873043967.0,"[-13.250802399999882, 8.46724259999998]",tower,,Node,sierra-leone
397,2359413207.0,"[-13.25244019999995, 8.470795300000022]",tower,,Node,sierra-leone
398,2178168424.0,"[-12.362662399999985, 8.807244100000004]",tower,,Node,sierra-leone
399,7865558804.0,"[-11.834329599999922, 9.339306599999942]",tower,,Node,sierra-leone
400,2088169746.0,"[-12.201727400000003, 8.829173400000002]",tower,,Node,sierra-leone
401,1983090549.0,"[-12.533350499999987, 8.69487140000001]",tower,,Node,sierra-leone
402,7865558829.0,"[-11.778308299999923, 9.399713399999941]",tower,,Node,sierra-leone
403,7865558831.0,"[-11.775620699999923, 9.401059299999941]",tower,,Node,sierra-leone
404,7865558812.0,"[-11.810255099999923, 9.350459599999944]",tower,,Node,sierra-leone
405,1983090491.0,"[-12.621354199999983, 8.650220500000012]",tower,,Node,sierra-leone
406,1983090493.0,"[-12.614711999999983, 8.653236200000013]",tower,,Node,sierra-leone
407,1872320812.0,"[-12.76788609999988, 8.528826399999977]",tower,,Node,sierra-leone
408,1983090479.0,"[-12.669564099999985, 8.62812920000001]",tower,,Node,sierra-leone
409,1983090534.0,"[-12.545376199999987, 8.68981720000001]",tower,,Node,sierra-leone
410,7865532148.0,"[-11.960955299999927, 9.187895899999939]",tower,,Node,sierra-leone
411,2154126041.0,"[-13.249137900000019, 8.486873799999971]",tower,,Node,sierra-leone
412,2908543018.0,"[-11.78786609999989, 9.01846699999992]",tower,,Node,sierra-leone
413,1983090531.0,"[-12.548391199999987, 8.68786580000001]",tower,,Node,sierra-leone
414,8668408895.0,"[-12.214279700000063, 8.754346199999981]",tower,,Node,sierra-leone
415,2178168394.0,"[-12.475311999999988, 8.753488900000004]",tower,,Node,sierra-leone
416,8668408909.0,"[-12.234063700000064, 8.72443679999998]",tower,,Node,sierra-leone
417,7657398885.0,"[-11.817715799999934, 9.035990300000039]",tower,,Node,sierra-leone
418,1872320892.0,"[-12.720202099999886, 8.592631799999975]",tower,,Node,sierra-leone
419,2088169689.0,"[-12.262346100000002, 8.822483700000001]",tower,,Node,sierra-leone
420,2088169749.0,"[-12.198356200000003, 8.829538000000001]",tower,,Node,sierra-leone
421,3564971042.0,"[-11.823692500000007, 9.000203900000018]",tower,,Node,sierra-leone
422,7865532154.0,"[-11.964621099999928, 9.206131499999941]",tower,,Node,sierra-leone
423,8668408880.0,"[-12.22040240000006, 8.796484599999982]",tower,,Node,sierra-leone
424,2088169739.0,"[-12.208916400000003, 8.828385600000002]",tower,,Node,sierra-leone
425,7657401095.0,"[-11.881288899999932, 9.063990400000039]",tower,,Node,sierra-leone
426,7865532155.0,"[-11.964223399999927, 9.213254799999941]",tower,,Node,sierra-leone
427,7865558818.0,"[-11.798399799999922, 9.368209299999942]",tower,,Node,sierra-leone
428,2178168400.0,"[-12.450953199999988, 8.766596800000006]",tower,,Node,sierra-leone
429,1873043970.0,"[-13.249306999999883, 8.48721939999998]",tower,,Node,sierra-leone
430,7657398887.0,"[-11.823834599999934, 9.03612730000004]",tower,,Node,sierra-leone
431,8668408888.0,"[-12.21766310000006, 8.777289499999982]",tower,,Node,sierra-leone
432,7865558811.0,"[-11.812372599999923, 9.349726299999944]",tower,,Node,sierra-leone
433,7865558828.0,"[-11.779514699999922, 9.39530409999994]",tower,,Node,sierra-leone
434,1872320671.0,"[-13.192718799999884, 8.425998399999978]",tower,,Node,sierra-leone
435,1873479449.0,"[-12.78923369999988, 8.500348799999973]",tower,,Node,sierra-leone
436,3124718320.0,"[-12.17382400000001, 8.841396199999995]",tower,,Node,sierra-leone
437,2088169861.0,"[-12.096323599999995, 8.8837796]",tower,,Node,sierra-leone
438,2088169685.0,"[-12.265717400000002, 8.8221281]",tower,,Node,sierra-leone
439,7865557375.0,"[-11.921661699999921, 9.313704199999943]",tower,,Node,sierra-leone
440,2179090556.0,"[-13.107582899999988, 8.351046000000006]",tower,,Node,sierra-leone
441,3166191361.0,"[-12.785076200000008, 8.505958399999999]",tower,,Node,sierra-leone
442,2088169805.0,"[-12.139258299999996, 8.860506600000003]",tower,,Node,sierra-leone
443,7657401100.0,"[-11.899116499999934, 9.067541100000039]",tower,,Node,sierra-leone
444,2178168436.0,"[-12.326143799999986, 8.815472600000001]",tower,,Node,sierra-leone
445,2088169736.0,"[-12.212506300000003, 8.827980400000003]",tower,,Node,sierra-leone
446,2088169715.0,"[-12.237193900000003, 8.825265800000002]",tower,,Node,sierra-leone
447,8668408873.0,"[-12.22378050000006, 8.819626199999982]",tower,,Node,sierra-leone
448,7657398871.0,"[-11.773938299999935, 9.034838200000038]",tower,,Node,sierra-leone
449,8668408911.0,"[-12.234734300000063, 8.71792019999998]",tower,,Node,sierra-leone
450,8668408910.0,"[-12.234428500000064, 8.72119179999998]",tower,,Node,sierra-leone
451,2178168408.0,"[-12.413363899999988, 8.786891300000002]",tower,,Node,sierra-leone
452,2179090538.0,"[-13.07832249999999, 8.330868300000008]",tower,,Node,sierra-leone
453,2179080522.0,"[-11.909581399999984, 8.968017600000005]",tower,,Node,sierra-leone
454,3564382773.0,"[-11.757740300000009, 9.044797000000019]",tower,,Node,sierra-leone
455,2178168441.0,"[-12.308868599999986, 8.817332000000002]",tower,,Node,sierra-leone
456,7657401103.0,"[-11.914385999999935, 9.073317800000039]",tower,,Node,sierra-leone
457,7865532162.0,"[-11.959756399999927, 9.23783819999994]",tower,,Node,sierra-leone
458,1983090511.0,"[-12.572689299999986, 8.672495700000011]",tower,,Node,sierra-leone
459,2088169761.0,"[-12.1826827, 8.836506300000002]",tower,,Node,sierra-leone
460,2088169707.0,"[-12.244237100000003, 8.824514000000002]",tower,,Node,sierra-leone
461,2179080499.0,"[-11.992121999999986, 8.931704700000001]",tower,,Node,sierra-leone
462,1872356853.0,"[-13.139210699999882, 8.376369199999976]",tower,,Node,sierra-leone
463,2179090518.0,"[-13.029529599999988, 8.328777500000008]",tower,,Node,sierra-leone
464,2179090542.0,"[-13.002651399999989, 8.332714500000007]",tower,,Node,sierra-leone
465,2179080511.0,"[-11.952806299999986, 8.949954000000002]",tower,,Node,sierra-leone
466,7668074685.0,"[-11.770426299999947, 9.034696800000049]",tower,,Node,sierra-leone
467,3127915768.0,"[-12.926270900000034, 8.397263200000017]",tower,,Node,sierra-leone
468,1983090519.0,"[-12.562690599999987, 8.67841720000001]",tower,,Node,sierra-leone
469,1872320685.0,"[-13.205661599999884, 8.433998899999978]",tower,,Node,sierra-leone
470,7657401093.0,"[-11.87245709999993, 9.063423400000039]",tower,,Node,sierra-leone
471,2179080513.0,"[-11.939923199999987, 8.954656300000002]",tower,,Node,sierra-leone
472,7657401101.0,"[-11.907674799999935, 9.070781200000038]",tower,,Node,sierra-leone
473,7865532121.0,"[-11.942096599999926, 9.097473799999939]",tower,,Node,sierra-leone
474,1872320523.0,"[-13.14900609999988, 8.382351299999973]",tower,,Node,sierra-leone
475,2179090506.0,"[-13.042561199999987, 8.326881500000008]",tower,,Node,sierra-leone
476,7865557379.0,"[-11.903559299999921, 9.314292999999944]",tower,,Node,sierra-leone
477,1872320753.0,"[-12.85244909999988, 8.447059899999976]",tower,,Node,sierra-leone
478,7657398875.0,"[-11.786371599999935, 9.035152400000038]",tower,,Node,sierra-leone
479,7865532123.0,"[-11.948022099999926, 9.103750499999938]",tower,,Node,sierra-leone
480,1872320766.0,"[-13.234071599999881, 8.452286599999978]",tower,,Node,sierra-leone
481,2179090550.0,"[-13.08908829999999, 8.338381800000004]",tower,,Node,sierra-leone
482,2178168437.0,"[-12.322510299999987, 8.815865200000001]",tower,,Node,sierra-leone
483,1986155154.0,"[-12.508077699999996, 8.712490700000018]",tower,,Node,sierra-leone
484,3564971046.0,"[-11.819808600000007, 9.001694500000017]",tower,,Node,sierra-leone
485,3040243262.0,"[-13.1664455, 8.395385599999994]",tower,,Node,sierra-leone
486,2178178080.0,"[-12.009649099999988, 8.919273600000002]",tower,,Node,sierra-leone
487,7865558830.0,"[-11.777951999999923, 9.401144699999941]",tower,,Node,sierra-leone
488,8668408907.0,"[-12.233420000000065, 8.73067759999998]",tower,,Node,sierra-leone
489,7865558802.0,"[-11.838198299999922, 9.333841699999942]",tower,,Node,sierra-leone
490,1873043946.0,"[-13.248580699999883, 8.462072999999979]",tower,,Node,sierra-leone
491,2179090544.0,"[-12.999589099999989, 8.333186300000007]",tower,,Node,sierra-leone
492,1872320641.0,"[-12.916063799999883, 8.405061599999978]",tower,,Node,sierra-leone
493,2299497857.0,"[-11.734974200000037, 9.051982400000016]",tower,,Node,sierra-leone
494,1872320723.0,"[-13.214649599999884, 8.439479799999976]",tower,,Node,sierra-leone
495,2088169758.0,"[-12.185362900000001, 8.835003900000002]",tower,,Node,sierra-leone
496,2178168439.0,"[-12.315269699999986, 8.816667400000002]",tower,,Node,sierra-leone
497,7865558835.0,"[-11.762314599999923, 9.398407699999941]",tower,,Node,sierra-leone
498,2178168410.0,"[-12.407079699999986, 8.790283900000002]",tower,,Node,sierra-leone
499,1983090504.0,"[-12.588906499999984, 8.665078300000012]",tower,,Node,sierra-leone
500,8668408876.0,"[-12.22234900000006, 8.809852099999983]",tower,,Node,sierra-leone
501,3166189760.0,"[-12.790998000000007, 8.497992299999998]",tower,,Node,sierra-leone
502,7865532169.0,"[-11.962995699999926, 9.262038699999941]",tower,,Node,sierra-leone
503,3566595499.0,"[-11.740133900000007, 9.060065700000013]",tower,,Node,sierra-leone
504,2178168417.0,"[-12.385669299999988, 8.798694200000003]",tower,,Node,sierra-leone
505,7865532164.0,"[-11.961318399999927, 9.24518269999994]",tower,,Node,sierra-leone
506,1872320642.0,"[-13.177878199999883, 8.408547999999978]",tower,,Node,sierra-leone
507,2178168398.0,"[-12.460193699999989, 8.761624700000006]",tower,,Node,sierra-leone
508,8668408871.0,"[-12.22465280000006, 8.825709299999982]",tower,,Node,sierra-leone
509,3564382703.0,"[-11.785249900000013, 9.020802800000022]",tower,,Node,sierra-leone
510,1983090500.0,"[-12.602404999999985, 8.658881600000013]",tower,,Node,sierra-leone
511,1872320510.0,"[-13.140806199999881, 8.377721499999975]",tower,,Node,sierra-leone
512,3566595503.0,"[-11.728123100000007, 9.066828300000012]",tower,,Node,sierra-leone
513,7483251853.0,"[-12.53087010000005, 8.686974400000008]",tower,lattice,Node,sierra-leone
514,7865532146.0,"[-11.958989799999928, 9.18186449999994]",tower,,Node,sierra-leone
515,1874111896.0,"[-12.680237699999878, 8.623227799999992]",tower,,Node,sierra-leone
516,2088169733.0,"[-12.216128100000002, 8.827557300000002]",tower,,Node,sierra-leone
517,1872320894.0,"[-12.708084199999885, 8.608704099999976]",tower,,Node,sierra-leone
518,1873043968.0,"[-13.250968599999883, 8.469941699999978]",tower,,Node,sierra-leone
519,1873043971.0,"[-13.248954899999882, 8.488656099999979]",tower,,Node,sierra-leone
520,7865558788.0,"[-11.869308299999922, 9.305974999999941]",tower,,Node,sierra-leone
521,2178168431.0,"[-12.343129799999986, 8.813578000000001]",tower,,Node,sierra-leone
522,7865532139.0,"[-11.956851399999929, 9.153271199999939]",tower,,Node,sierra-leone
523,1872320645.0,"[-12.905579399999883, 8.411476999999978]",tower,,Node,sierra-leone
524,7865558832.0,"[-11.771242999999924, 9.400697699999942]",tower,,Node,sierra-leone
525,7657401092.0,"[-11.868109599999931, 9.06313980000004]",tower,,Node,sierra-leone
526,2179080535.0,"[-11.864697099999985, 8.984874500000002]",tower,,Node,sierra-leone
527,7865532144.0,"[-11.958419199999929, 9.17432519999994]",tower,,Node,sierra-leone
528,7865532143.0,"[-11.958102199999928, 9.17030799999994]",tower,,Node,sierra-leone
529,1872320683.0,"[-12.872214299999884, 8.432981299999977]",tower,,Node,sierra-leone
530,1983090566.0,"[-12.527205099999987, 8.697484200000009]",tower,,Node,sierra-leone
531,2457528296.0,"[-12.033749500000013, 8.902172800000061]",tower,,Node,sierra-leone
532,7657398888.0,"[-11.826332599999933, 9.03784970000004]",tower,,Node,sierra-leone
533,7865532168.0,"[-11.964315599999926, 9.25972909999994]",tower,,Node,sierra-leone
534,2179090549.0,"[-13.086587899999989, 8.336627700000005]",tower,,Node,sierra-leone
535,6533607293.0,"[-12.810629700000035, 8.476673500000034]",tower,,Node,sierra-leone
536,1872320531.0,"[-13.15749309999988, 8.387415799999975]",tower,,Node,sierra-leone
537,7865557368.0,"[-11.936562799999923, 9.307898199999944]",tower,,Node,sierra-leone
538,8668408889.0,"[-12.21709680000006, 8.773931599999983]",tower,,Node,sierra-leone
539,1873479450.0,"[-12.783078299999879, 8.508658699999973]",tower,,Node,sierra-leone
540,3060927470.0,"[-12.125912599999959, 8.868929300000074]",tower,,Node,sierra-leone
541,1872320881.0,"[-12.723087399999887, 8.588779199999975]",tower,,Node,sierra-leone
542,1983090507.0,"[-12.579092899999985, 8.669549500000011]",tower,,Node,sierra-leone
543,2179080534.0,"[-11.868178399999985, 8.983573100000003]",tower,,Node,sierra-leone
544,2908543016.0,"[-11.797478599999891, 9.01009029999992]",tower,,Node,sierra-leone
545,1983090509.0,"[-12.576138099999985, 8.67088530000001]",tower,,Node,sierra-leone
546,2088169829.0,"[-12.111483399999996, 8.877032100000001]",tower,,Node,sierra-leone
547,8668408872.0,"[-12.22428480000006, 8.823205299999982]",tower,,Node,sierra-leone
548,3564382705.0,"[-11.776609600000011, 9.02832080000002]",tower,,Node,sierra-leone
549,1983090485.0,"[-12.641060899999983, 8.641188900000012]",tower,,Node,sierra-leone
550,2178168425.0,"[-12.360016599999986, 8.808257500000003]",tower,,Node,sierra-leone
551,2178168399.0,"[-12.457272299999989, 8.763156800000006]",tower,,Node,sierra-leone
552,1873460782.0,"[-13.25223029999988, 8.477739599999977]",tower,,Node,sierra-leone
553,7865532133.0,"[-11.959963899999929, 9.131880199999939]",tower,,Node,sierra-leone
554,1872320822.0,"[-12.75841539999988, 8.541538999999974]",tower,,Node,sierra-leone
555,7865558834.0,"[-11.764533999999923, 9.400225699999941]",tower,,Node,sierra-leone
556,1872320499.0,"[-12.955939099999883, 8.369493599999974]",tower,,Node,sierra-leone
557,1983090569.0,"[-12.524021199999988, 8.69948360000001]",tower,,Node,sierra-leone
558,1872320542.0,"[-13.16014629999988, 8.389271999999973]",tower,,Node,sierra-leone
559,2499162914.0,"[-13.256885900000027, 8.469077399999925]",tower,,Node,sierra-leone
560,3869423059.0,"[-12.772803200000164, 8.522240299999854]",tower,,Node,sierra-leone
561,2088169807.0,"[-12.136081999999996, 8.862257200000002]",tower,,Node,sierra-leone
562,1986134156.0,"[-12.7102888, 8.605774800000011]",tower,,Node,sierra-leone
563,3027743836.0,"[-13.18382079999998, 8.415803599999979]",tower,,Node,sierra-leone
564,7865532170.0,"[-11.961416399999926, 9.264700999999942]",tower,,Node,sierra-leone
565,2088169785.0,"[-12.157684699999997, 8.850301900000003]",tower,,Node,sierra-leone
566,7657398873.0,"[-11.780138599999935, 9.034999300000038]",tower,,Node,sierra-leone
567,2179090552.0,"[-13.09418159999999, 8.341852300000005]",tower,,Node,sierra-leone
568,8668408900.0,"[-12.220856500000064, 8.74562969999998]",tower,,Node,sierra-leone
569,2178168404.0,"[-12.429276199999988, 8.778289600000004]",tower,,Node,sierra-leone
570,1983090482.0,"[-12.656458499999985, 8.634116600000011]",tower,,Node,sierra-leone
571,2088169793.0,"[-12.151557599999997, 8.853726800000002]",tower,,Node,sierra-leone
572,2178168428.0,"[-12.352564099999986, 8.810986600000003]",tower,,Node,sierra-leone
573,1983090488.0,"[-12.631318299999982, 8.645635700000012]",tower,,Node,sierra-leone
574,3127876719.0,"[-12.945378999999994, 8.379351700000008]",tower,,Node,sierra-leone
575,1872320763.0,"[-12.846958999999881, 8.450941599999977]",tower,,Node,sierra-leone
576,7657401098.0,"[-11.891214399999933, 9.064584400000038]",tower,,Node,sierra-leone
577,2179090510.0,"[-13.039554399999988, 8.327281600000008]",tower,,Node,sierra-leone
578,7865557381.0,"[-11.895764199999922, 9.312398799999944]",tower,,Node,sierra-leone
579,1872320640.0,"[-12.919273799999882, 8.403125299999978]",tower,,Node,sierra-leone
580,2179080539.0,"[-11.852499199999986, 8.9894513]",tower,,Node,sierra-leone
581,2179090545.0,"[-12.99665419999999, 8.333637700000006]",tower,,Node,sierra-leone
582,8668408884.0,"[-12.218540800000058, 8.783746299999983]",tower,,Node,sierra-leone
583,7865532173.0,"[-11.955300999999926, 9.274934699999942]",tower,,Node,sierra-leone
584,7865532171.0,"[-11.959012899999927, 9.268756999999942]",tower,,Node,sierra-leone
585,6533607294.0,"[-12.807995100000035, 8.478540400000034]",tower,,Node,sierra-leone
586,1872320758.0,"[-13.228032699999881, 8.448324799999977]",tower,,Node,sierra-leone
587,3564382728.0,"[-11.765393600000012, 9.03809860000002]",tower,,Node,sierra-leone
588,2178168444.0,"[-12.298518699999986, 8.818503900000001]",tower,,Node,sierra-leone
589,2178168402.0,"[-12.441800199999987, 8.771562800000005]",tower,,Node,sierra-leone
590,1876813645.0,"[-12.805363599999879, 8.480454299999991]",tower,,Node,sierra-leone
591,2178168416.0,"[-12.388894499999987, 8.797520800000003]",tower,,Node,sierra-leone
592,1872320508.0,"[-12.94847479999988, 8.376452499999974]",tower,,Node,sierra-leone
593,7865558800.0,"[-11.843028999999921, 9.327050699999942]",tower,,Node,sierra-leone
594,2088169869.0,"[-12.062015699999995, 8.884428900000001]",tower,,Node,sierra-leone
595,2178168443.0,"[-12.302184599999986, 8.818092900000002]",tower,,Node,sierra-leone
596,1986134155.0,"[-12.7123285, 8.603088700000011]",tower,,Node,sierra-leone
597,2179080507.0,"[-11.965472399999985, 8.945319100000003]",tower,,Node,sierra-leone
598,1873043941.0,"[-13.245523799999882, 8.459760199999979]",tower,,Node,sierra-leone
599,7865532125.0,"[-11.954554499999926, 9.11072979999994]",tower,,Node,sierra-leone
600,2479777790.0,"[-12.07710440000001, 8.888226000000126]",tower,,Node,sierra-leone
601,1873460783.0,"[-13.25155539999988, 8.480207699999976]",tower,,Node,sierra-leone
602,1983090478.0,"[-12.672759199999984, 8.62666170000001]",tower,,Node,sierra-leone
603,8668408879.0,"[-12.22082010000006, 8.799422599999982]",tower,,Node,sierra-leone
604,2178168415.0,"[-12.392503199999986, 8.796133400000002]",tower,,Node,sierra-leone
605,3564382790.0,"[-11.75163410000001, 9.050069100000018]",tower,,Node,sierra-leone
606,7865558810.0,"[-11.816918299999923, 9.348129099999943]",tower,,Node,sierra-leone
607,1872320601.0,"[-13.164523999999881, 8.393240699999975]",tower,,Node,sierra-leone
608,7657398899.0,"[-11.86071809999993, 9.06275920000004]",tower,,Node,sierra-leone
609,2178168434.0,"[-12.333051999999986, 8.814704]",tower,,Node,sierra-leone
610,2294537642.0,"[-12.670665499999894, 9.290057200000005]",tower,,Node,sierra-leone
611,2179080519.0,"[-11.917477099999987, 8.965042200000005]",tower,,Node,sierra-leone
612,2178178096.0,"[-11.946382199999986, 8.952296700000003]",tower,,Node,sierra-leone
613,7865557367.0,"[-11.939143199999922, 9.306194599999943]",tower,,Node,sierra-leone
614,1872320618.0,"[-13.167224299999884, 8.396254899999978]",tower,,Node,sierra-leone
615,1983090523.0,"[-12.554302499999988, 8.68395250000001]",tower,,Node,sierra-leone
616,1983090572.0,"[-12.521140899999988, 8.70129730000001]",tower,,Node,sierra-leone
617,2179090513.0,"[-13.036557899999988, 8.327748100000008]",tower,,Node,sierra-leone
618,2359413199.0,"[-13.261728299999954, 8.467556600000021]",tower,,Node,sierra-leone
619,8668408894.0,"[-12.214778600000063, 8.75760149999998]",tower,,Node,sierra-leone
620,8668408878.0,"[-12.22131550000006, 8.802549399999982]",tower,,Node,sierra-leone
621,2179080497.0,"[-11.998345799999985, 8.9272917]",tower,,Node,sierra-leone
622,7657398890.0,"[-11.830537799999933, 9.04098230000004]",tower,,Node,sierra-leone
623,7865558816.0,"[-11.800700599999923, 9.363407799999942]",tower,,Node,sierra-leone
624,7657398880.0,"[-11.800909699999936, 9.03551500000004]",tower,,Node,sierra-leone
625,7865532157.0,"[-11.963819899999928, 9.21948469999994]",tower,,Node,sierra-leone
626,3040237897.0,"[-13.164370400000001, 8.393078899999995]",tower,,Node,sierra-leone
627,1872320678.0,"[-12.874677199999885, 8.431264699999977]",tower,,Node,sierra-leone
628,7657401105.0,"[-11.931057699999936, 9.08572440000004]",tower,,Node,sierra-leone
629,2178168446.0,"[-12.291882599999987, 8.8192403]",tower,,Node,sierra-leone
630,1873043969.0,"[-13.251494699999883, 8.47403559999998]",tower,,Node,sierra-leone
631,1983090502.0,"[-12.598676999999984, 8.660546000000013]",tower,,Node,sierra-leone
632,2457528295.0,"[-12.035996300000013, 8.90044720000006]",tower,,Node,sierra-leone
633,7865558793.0,"[-11.855556699999921, 9.309413199999943]",tower,,Node,sierra-leone
